DATE: Thu, 09 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,21.799999237060547,43.79999923706055
00:01:01,21.700000762939453,43.79999923706055
00:02:02,21.799999237060547,43.79999923706055
00:03:02,21.700000762939453,43.79999923706055
00:04:01,21.799999237060547,43.79999923706055
00:05:02,21.799999237060547,43.79999923706055
00:06:01,21.799999237060547,43.900001525878906
00:07:02,21.700000762939453,43.900001525878906
00:08:02,21.700000762939453,43.900001525878906
00:09:02,21.700000762939453,43.900001525878906
00:10:02,21.700000762939453,43.900001525878906
00:11:02,21.799999237060547,43.900001525878906
00:12:02,21.799999237060547,43.900001525878906
00:13:02,21.700000762939453,44.0
00:14:01,21.700000762939453,44.0
00:15:02,21.799999237060547,43.900001525878906
00:16:02,21.700000762939453,44.0
00:17:02,21.700000762939453,44.099998474121094
00:18:02,21.700000762939453,44.0
00:19:02,21.700000762939453,44.0
00:20:01,21.700000762939453,44.0
00:21:01,21.700000762939453,44.0
00:22:01,21.700000762939453,44.099998474121094
00:23:01,21.700000762939453,44.099998474121094
00:24:01,21.700000762939453,44.099998474121094
00:25:01,21.700000762939453,44.099998474121094
00:26:01,21.700000762939453,44.099998474121094
00:27:02,21.700000762939453,44.099998474121094
00:28:02,21.700000762939453,44.099998474121094
00:29:02,21.700000762939453,44.099998474121094
00:30:02,21.700000762939453,44.099998474121094
00:31:02,21.700000762939453,44.099998474121094
00:32:01,21.700000762939453,44.099998474121094
00:33:02,21.700000762939453,44.099998474121094
00:34:02,21.700000762939453,44.20000076293945
00:35:01,21.700000762939453,44.20000076293945
00:36:01,21.700000762939453,44.099998474121094
00:37:01,21.700000762939453,44.099998474121094
00:38:01,21.700000762939453,44.20000076293945
00:39:01,21.600000381469727,44.0
00:40:02,21.600000381469727,44.099998474121094
00:41:01,21.600000381469727,44.099998474121094
00:42:02,21.600000381469727,44.099998474121094
00:43:02,21.600000381469727,44.099998474121094
00:44:02,21.600000381469727,44.099998474121094
00:45:02,21.700000762939453,44.29999923706055
00:46:02,21.600000381469727,44.099998474121094
00:47:01,21.700000762939453,44.20000076293945
00:48:01,21.600000381469727,44.099998474121094
00:49:02,21.600000381469727,44.099998474121094
00:50:02,21.600000381469727,44.20000076293945
00:51:02,21.600000381469727,44.099998474121094
00:52:02,21.600000381469727,44.20000076293945
00:53:02,21.600000381469727,44.20000076293945
00:54:01,21.5,44.20000076293945
00:55:02,21.600000381469727,44.20000076293945
00:56:01,21.600000381469727,44.20000076293945
00:57:01,21.600000381469727,44.20000076293945
00:58:02,21.600000381469727,44.20000076293945
00:59:01,21.600000381469727,44.20000076293945
01:00:01,21.600000381469727,44.20000076293945
01:01:02,21.600000381469727,44.20000076293945
01:02:02,21.600000381469727,44.20000076293945
01:03:01,21.600000381469727,44.20000076293945
01:04:01,21.600000381469727,44.20000076293945
01:05:02,21.5,44.20000076293945
01:06:01,21.5,44.20000076293945
01:07:01,21.5,44.20000076293945
01:08:02,21.5,44.20000076293945
01:09:01,21.5,44.20000076293945
01:10:01,21.5,44.29999923706055
01:11:02,21.5,44.29999923706055
01:12:02,21.5,44.29999923706055
01:13:02,21.5,44.29999923706055
01:14:02,21.5,44.29999923706055
01:15:02,21.5,44.29999923706055
01:16:01,21.5,44.29999923706055
01:17:01,21.5,44.29999923706055
01:18:01,21.399999618530273,44.20000076293945
01:19:02,21.5,44.29999923706055
01:20:02,21.5,44.400001525878906
01:21:01,21.399999618530273,44.20000076293945
01:22:01,21.5,44.29999923706055
01:23:01,21.399999618530273,44.29999923706055
01:24:02,21.5,44.400001525878906
01:25:02,21.5,44.5
01:26:02,21.399999618530273,44.79999923706055
01:27:02,21.399999618530273,44.5
01:28:02,21.399999618530273,44.5
01:29:01,21.399999618530273,44.400001525878906
01:30:02,21.399999618530273,44.5
01:31:01,21.399999618530273,44.5
01:32:01,21.5,44.70000076293945
01:33:01,21.399999618530273,44.5
01:34:02,21.399999618530273,44.5
01:35:01,21.399999618530273,44.5
01:36:02,21.399999618530273,44.599998474121094
01:37:02,21.399999618530273,44.599998474121094
01:38:02,21.399999618530273,44.599998474121094
01:39:02,21.399999618530273,44.599998474121094
01:40:02,21.399999618530273,44.599998474121094
01:41:02,21.399999618530273,44.599998474121094
01:42:02,21.399999618530273,44.599998474121094
01:43:02,21.399999618530273,44.79999923706055
01:44:02,21.399999618530273,44.599998474121094
01:45:02,21.299999237060547,44.70000076293945
01:46:02,21.399999618530273,44.70000076293945
01:47:01,21.399999618530273,44.79999923706055
01:48:01,21.399999618530273,44.70000076293945
01:49:01,21.299999237060547,44.70000076293945
01:50:02,21.399999618530273,44.70000076293945
01:51:02,21.299999237060547,44.70000076293945
01:52:02,21.399999618530273,44.70000076293945
01:53:02,21.299999237060547,44.70000076293945
01:54:01,21.299999237060547,44.79999923706055
01:55:01,21.299999237060547,44.70000076293945
01:56:02,21.399999618530273,44.79999923706055
01:57:02,21.299999237060547,44.79999923706055
